name	type	taxonid	kingdom	phylum	class	order	family	genus	species
E00383_Meloidogyne hapla	rRNA_5S	6305	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00384_Meloidogyne hapla	rRNA_5S	6305	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00385_Meloidogyne hapla	rRNA_5S	6305	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00386_Meloidogyne hapla	rRNA_5S	6305	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00387_Meloidogyne hapla	rRNA_5S	6305	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00388_Meloidogyne incognita	rRNA_5S	6306	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00389_Meloidogyne incognita	rRNA_5S	6306	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00390_Meloidogyne incognita	rRNA_5S	6306	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00391_Meloidogyne incognita	rRNA_5S	6306	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00392_Meloidogyne incognita	rRNA_5S	6306	Eukaryota	Nematoda	Chromadorea	Rhabditida	Meloidogynidae	Meloidogyne	NA
E00393_Pristionchus pacificus	rRNA_5S	54126	Eukaryota	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	NA
E00394_Pristionchus pacificus	rRNA_5S	54126	Eukaryota	Nematoda	Chromadorea	Rhabditida	Neodiplogasteridae	Pristionchus	NA
E00395_Varroa destructor	rRNA_5S	109461	Eukaryota	Arthropoda	Arachnida	Mesostigmata	Varroidae	Varroa	NA
E00396_Phoenix dactylifera	rRNA_5S	42345	Eukaryota	Streptophyta	Magnoliopsida	Arecales	Arecaceae	Phoenix	NA
E00397_Rhipicephalus microplus	rRNA_5S	6941	Eukaryota	Arthropoda	Arachnida	Ixodida	Ixodidae	Rhipicephalus	NA
E00398_Ictidomys tridecemlineatus	rRNA_5S	43179	Eukaryota	Chordata	Mammalia	Rodentia	Sciuridae	Ictidomys	NA
E00399_Tupaia belangeri	rRNA_5S	37347	Eukaryota	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	NA
E00400_Tupaia belangeri	rRNA_5S	37347	Eukaryota	Chordata	Mammalia	Scandentia	Tupaiidae	Tupaia	NA
E00401_Caenorhabditis tropicalis	rRNA_5S	1561998	Eukaryota	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	NA
E00402_Ogataea parapolymorpha	rRNA_5S	1005962	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Ogataea	NA
E00403_Daphnia pulex	rRNA_5S	6669	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	NA
E00404_Daphnia pulex	rRNA_5S	6669	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	NA
E00405_Daphnia pulex	rRNA_5S	6669	Eukaryota	Arthropoda	Branchiopoda	Diplostraca	Daphniidae	Daphnia	NA
E00406_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00407_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00408_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00409_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00410_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00411_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00412_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00413_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00414_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00415_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00416_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00417_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00418_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00419_Acanthamoeba castellanii	rRNA_5S	5755	Eukaryota	Discosea	NA	Longamoebia	Acanthamoebidae	Acanthamoeba	NA
E00420_Jatropha curcas	rRNA_5S	180498	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	NA
E00421_Jatropha curcas	rRNA_5S	180498	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	NA
E00422_Jatropha curcas	rRNA_5S	180498	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	NA
E00423_Jatropha curcas	rRNA_5S	180498	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	NA
E00424_Jatropha curcas	rRNA_5S	180498	Eukaryota	Streptophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Jatropha	NA
E00425_Anopheles darlingi	rRNA_5S	43151	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	NA
E00426_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00427_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00428_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00429_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00430_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00431_Medicago truncatula	rRNA_5S	3880	Eukaryota	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	NA
E00432_Drosophila ficusphila	rRNA_5S	30025	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00433_Drosophila ficusphila	rRNA_5S	30025	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00434_Acropora digitifera	rRNA_5S	70779	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
E00435_Acropora digitifera	rRNA_5S	70779	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
E00436_Acropora digitifera	rRNA_5S	70779	Eukaryota	Cnidaria	Anthozoa	Scleractinia	Acroporidae	Acropora	NA
E00437_Heterorhabditis bacteriophora	rRNA_5S	37862	Eukaryota	Nematoda	Chromadorea	Strongylida	Heterorhabditidae	Heterorhabditis	NA
E00438_Heterorhabditis bacteriophora	rRNA_5S	37862	Eukaryota	Nematoda	Chromadorea	Strongylida	Heterorhabditidae	Heterorhabditis	NA
E00439_Heterorhabditis bacteriophora	rRNA_5S	37862	Eukaryota	Nematoda	Chromadorea	Strongylida	Heterorhabditidae	Heterorhabditis	NA
E00440_Komagataella pastoris	rRNA_5S	4922	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	NA
E00441_Komagataella pastoris	rRNA_5S	4922	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	NA
E00442_Komagataella pastoris	rRNA_5S	4922	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	NA
E00443_Komagataella pastoris	rRNA_5S	4922	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	NA
E00444_Komagataella pastoris	rRNA_5S	4922	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	NA
E00445_Drosophila elegans	rRNA_5S	30023	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00446_Drosophila kikkawai	rRNA_5S	30033	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00447_Drosophila takahashii	rRNA_5S	29030	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00448_Drosophila takahashii	rRNA_5S	29030	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00449_Drosophila takahashii	rRNA_5S	29030	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00450_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00451_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00452_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00453_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00454_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00455_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00456_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00457_Saitoella complicata	rRNA_5S	5606	Eukaryota	Ascomycota	NA	NA	NA	Saitoella	NA
E00458_Trypanosoma vivax	rRNA_5S	5699	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	NA
E00459_Trypanosoma vivax	rRNA_5S	5699	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	NA
E00460_Trypanosoma congolense	rRNA_5S	5692	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	NA
E00461_Trypanosoma congolense	rRNA_5S	5692	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	NA
E00462_Trypanosoma congolense	rRNA_5S	5692	Eukaryota	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	NA
E00463_Sporisorium reilianum	rRNA_5S	72558	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	NA
E00464_Cannabis sativa	rRNA_5S	3483	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	NA
E00465_Cannabis sativa	rRNA_5S	3483	Eukaryota	Streptophyta	Magnoliopsida	Rosales	Cannabaceae	Cannabis	NA
E00466_Bursaphelenchus xylophilus	rRNA_5S	6326	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Bursaphelenchus	NA
E00467_Bursaphelenchus xylophilus	rRNA_5S	6326	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Bursaphelenchus	NA
E00468_Bursaphelenchus xylophilus	rRNA_5S	6326	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Bursaphelenchus	NA
E00469_Bursaphelenchus xylophilus	rRNA_5S	6326	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Bursaphelenchus	NA
E00470_Bursaphelenchus xylophilus	rRNA_5S	6326	Eukaryota	Nematoda	Chromadorea	Rhabditida	Aphelenchoididae	Bursaphelenchus	NA
E00471_Tetrahymena elliotti	rRNA_5S	5897	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	NA
E00472_Tetrahymena malaccensis	rRNA_5S	5901	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	NA
E00473_Drosophila biarmipes	rRNA_5S	125945	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00474_Drosophila biarmipes	rRNA_5S	125945	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00475_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00476_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00477_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00478_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00479_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00480_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00481_Danaus plexippus	rRNA_5S	13037	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Danaus	NA
E00482_Drosophila bipectinata	rRNA_5S	42026	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00483_Drosophila rhopaloa	rRNA_5S	1041015	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00484_Drosophila eugracilis	rRNA_5S	29029	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00485_Drosophila eugracilis	rRNA_5S	29029	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00486_Drosophila eugracilis	rRNA_5S	29029	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00487_Clonorchis sinensis	rRNA_5S	79923	Eukaryota	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Clonorchis	NA
E00488_Citrullus lanatus	rRNA_5S	3654	Eukaryota	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	NA
E00489_Citrullus lanatus	rRNA_5S	3654	Eukaryota	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	NA
E00490_Citrullus lanatus	rRNA_5S	3654	Eukaryota	Streptophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae	Citrullus	NA
E00491_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00492_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00493_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00494_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00495_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00496_Tetranychus urticae	rRNA_5S	32264	Eukaryota	Arthropoda	Arachnida	Trombidiformes	Tetranychidae	Tetranychus	NA
E00497_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00498_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00499_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00500_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00501_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00502_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00503_Strigamia maritima	rRNA_5S	126957	Eukaryota	Arthropoda	Chilopoda	Geophilomorpha	Linotaeniidae	Strigamia	NA
E00504_Lytechinus variegatus	rRNA_5S	7654	Eukaryota	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	NA
E00505_Lytechinus variegatus	rRNA_5S	7654	Eukaryota	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	NA
E00506_Lytechinus variegatus	rRNA_5S	7654	Eukaryota	Echinodermata	Echinoidea	Temnopleuroida	Toxopneustidae	Lytechinus	NA
E00507_Daubentonia madagascariensis	rRNA_5S	31869	Eukaryota	Chordata	Mammalia	Primates	Daubentoniidae	Daubentonia	NA
E00508_Drosophila simulans	rRNA_5S	7240	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00509_Tetrahymena borealis	rRNA_5S	5893	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	NA
E00510_Tetrahymena borealis	rRNA_5S	5893	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	NA
E00511_Tetrahymena borealis	rRNA_5S	5893	Eukaryota	Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	NA
E00512_Alatina moseri	rRNA_5S	1193083	Eukaryota	Cnidaria	Cubozoa	Carybdeida	Alatinidae	Alatina	NA
E00513_Alatina moseri	rRNA_5S	1193083	Eukaryota	Cnidaria	Cubozoa	Carybdeida	Alatinidae	Alatina	NA
E00514_Cladosporium sphaerospermum	rRNA_5S	92950	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	NA
E00515_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00516_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00517_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00518_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00519_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00520_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00521_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00522_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00523_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00524_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00525_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00526_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00527_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00528_Manduca sexta	rRNA_5S	7130	Eukaryota	Arthropoda	Insecta	Lepidoptera	Sphingidae	Manduca	NA
E00529_Ganoderma lucidum	rRNA_5S	5315	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	NA
E00530_Phlebotomus papatasi	rRNA_5S	29031	Eukaryota	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	NA
E00531_Phlebotomus papatasi	rRNA_5S	29031	Eukaryota	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	NA
E00532_Phlebotomus papatasi	rRNA_5S	29031	Eukaryota	Arthropoda	Insecta	Diptera	Psychodidae	Phlebotomus	NA
E00533_Drosophila miranda	rRNA_5S	7229	Eukaryota	Arthropoda	Insecta	Diptera	Drosophilidae	Drosophila	NA
E00534_Mengenilla moldrzyki	rRNA_5S	1155016	Eukaryota	Arthropoda	Insecta	Strepsiptera	Mengenillidae	Mengenilla	NA
E00535_Mengenilla moldrzyki	rRNA_5S	1155016	Eukaryota	Arthropoda	Insecta	Strepsiptera	Mengenillidae	Mengenilla	NA
E00536_Mengenilla moldrzyki	rRNA_5S	1155016	Eukaryota	Arthropoda	Insecta	Strepsiptera	Mengenillidae	Mengenilla	NA
E00537_Mengenilla moldrzyki	rRNA_5S	1155016	Eukaryota	Arthropoda	Insecta	Strepsiptera	Mengenillidae	Mengenilla	NA
E00538_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00539_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00540_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00541_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00542_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00543_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00544_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00545_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00546_Patiria miniata	rRNA_5S	46514	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Patiria	NA
E00547_Oxytricha trifallax	rRNA_5S	1172189	Eukaryota	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Oxytricha	NA
E00548_Anopheles stephensi	rRNA_5S	30069	Eukaryota	Arthropoda	Insecta	Diptera	Culicidae	Anopheles	NA
E00549_Macrophomina phaseolina	rRNA_5S	35725	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	NA
E00550_Taphrina deformans	rRNA_5S	5011	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	NA
E00551_Pachysolen tannophilus	rRNA_5S	4918	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Pachysolen	NA
E00552_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00553_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00554_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00555_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00556_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00557_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00558_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00559_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00560_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00561_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00562_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00563_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00564_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00565_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00566_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00567_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00568_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00569_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00570_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00571_Heliconius melpomene	rRNA_5S	34740	Eukaryota	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Heliconius	NA
E00572_Metschnikowia fructicola	rRNA_5S	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
E00573_Metschnikowia fructicola	rRNA_5S	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
E00574_Metschnikowia fructicola	rRNA_5S	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
E00575_Metschnikowia fructicola	rRNA_5S	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
E00576_Metschnikowia fructicola	rRNA_5S	178747	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	NA
E00577_Leersia perrieri	rRNA_5S	77586	Eukaryota	Streptophyta	Magnoliopsida	Poales	Poaceae	Leersia	NA
E00578_Stylonychia lemnae	rRNA_5S	5949	Eukaryota	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	NA
E00579_Phytophthora capsici	rRNA_5S	4784	Eukaryota	NA	Oomycota	Peronosporales	Peronosporaceae	Phytophthora	NA
E00580_Plutella xylostella	rRNA_5S	51655	Eukaryota	Arthropoda	Insecta	Lepidoptera	Plutellidae	Plutella	NA
